Snapshot_Date,Week No,Rank,Operator,Alliance,Total_TEU,Total_Ships,Owned_TEU,Owned_Ships,Chartered_TEU,Chartered_Ships,Orderbook_TEU,Orderbook_Ships
2026-03-23,13,22.0,Emirates Shipping Line,,102976,24,,,102976.0,24.0,42510.0,3.0
2026-03-23,13,23.0,Ningbo Ocean Shg Co,,93309,90,59934.0,47.0,33375.0,43.0,46684.0,14.0
2026-03-23,13,24.0,Tangshan Port Hede Shipping,,90262,58,1874.0,3.0,88388.0,55.0,,
2026-03-23,13,25.0,Sea Lead Shipping,,78888,17,7157.0,3.0,71731.0,14.0,14330.0,2.0
2026-03-23,13,26.0,Grimaldi (Napoli),,78732,51,78732.0,51.0,,,,
2026-03-23,13,27.0,Interasia Lines,,77985,27,57461.0,21.0,20524.0,6.0,69692.0,13.0
2026-03-23,13,28.0,Antong Holdings (QASC),,73446,72,54876.0,38.0,18570.0,34.0,,
2026-03-23,13,29.0,Sinotrans,,71142,44,30796.0,19.0,40346.0,25.0,12000.0,4.0
2026-03-23,13,30.0,SM Line Corp.,,69951,15,64188.0,13.0,5763.0,2.0,,
2026-03-23,13,31.0,Matson,,69227,28,40355.0,19.0,28872.0,9.0,10860.0,3.0
2026-03-23,13,32.0,Shanghai Jin Jiang Shipping,,65339,55,32449.0,27.0,32890.0,28.0,12328.0,8.0
2026-03-23,13,33.0,Swire Shipping,,59365,30,48898.0,24.0,10467.0,6.0,,
2026-03-23,13,34.0,Arkas Line / EMES,,53893,33,51785.0,31.0,2108.0,2.0,44892.0,12.0
2026-03-23,13,35.0,Zhonggu Logistics Corp.,,51920,61,15715.0,11.0,36205.0,50.0,37200.0,6.0
2026-03-23,13,36.0,FESCO,,51831,35,37254.0,24.0,14577.0,11.0,,
2026-03-23,13,37.0,Seaboard Marine,,48541,24,34347.0,14.0,14194.0,10.0,6082.0,3.0
2026-03-23,13,38.0,Akkon Lines,,47407,33,1776.0,2.0,45631.0,31.0,,
2026-03-23,13,39.0,Samudera,,43647,32,16140.0,16.0,27507.0,16.0,,
2026-03-23,13,40.0,Tailwind Shipping Lines,,42578,11,5527.0,1.0,37051.0,10.0,42000.0,5.0
2026-03-23,13,41.0,Meratus,,41602,62,41602.0,62.0,,,8290.0,12.0
2026-03-23,13,42.0,Namsung Shipping,,39786,30,37339.0,27.0,2447.0,3.0,12460.0,4.0
2026-03-23,13,43.0,Tanto Intim Line,,37766,56,37766.0,56.0,,,,
2026-03-23,13,44.0,Linea Messina,,37492,11,35030.0,7.0,2462.0,4.0,,
2026-03-23,13,45.0,China United Lines (CULines),,36550,23,18177.0,10.0,18373.0,13.0,1056.0,1.0
2026-03-23,13,46.0,Salam Pacific Indonesia Lines,,31010,44,31010.0,44.0,,,,
2026-03-23,13,47.0,Great White Fleet,,27334,13,14740.0,6.0,12594.0,7.0,,
2026-03-23,13,48.0,Sea Legend Shipping,,25189,11,4890.0,1.0,20299.0,10.0,,
2026-03-23,13,49.0,Hainan Yangpu Newnew Shipping,,21914,8,18250.0,6.0,3664.0,2.0,,
2026-03-23,13,50.0,Chun Kyung (CK Line),,21816,19,13236.0,9.0,8580.0,10.0,2200.0,2.0
2026-03-23,13,51.0,Kawa Shipping,,21645,12,,,21645.0,12.0,14400.0,3.0
2026-03-23,13,52.0,Dole Ocean Liner,,21150,16,20610.0,14.0,540.0,2.0,,
2026-03-23,13,53.0,Crowley Liner Services,,18470,15,10120.0,8.0,8350.0,7.0,,
2026-03-23,13,54.0,Tropical Shg / TOTE Maritime,,17851,24,16352.0,21.0,1499.0,3.0,,
2026-03-23,13,55.0,Temas Line,,17253,34,17253.0,34.0,,,3920.0,8.0
2026-03-23,13,56.0,OVP Shipping,,17087,12,,,17087.0,12.0,8700.0,2.0
2026-03-23,13,57.0,Asean Seas Line,,17068,12,3562.0,2.0,13506.0,10.0,,
2026-03-23,13,58.0,Taicang Container Lines,,15861,13,4369.0,4.0,11492.0,9.0,12024.0,4.0
2026-03-23,13,59.0,MTT Shipping,,15502,16,13078.0,14.0,2424.0,2.0,,
2026-03-23,13,60.0,Peel Ports (BG Freight),,15391,15,,,15391.0,15.0,,
2026-03-23,13,61.0,Transworld Group Singapore,,14922,12,14922.0,12.0,,,,
2026-03-23,13,62.0,Bengal Tiger Line,,14580,8,,,14580.0,8.0,,
2026-03-23,13,63.0,Cool Carriers,,14217,40,4022.0,13.0,10195.0,27.0,,
2026-03-23,13,64.0,Pan Ocean (Container),,13683,11,10995.0,8.0,2688.0,3.0,,
2026-03-23,13,65.0,Boluda Lines,,13593,17,8290.0,11.0,5303.0,6.0,,
2026-03-23,13,66.0,Shipping Corp. of India,,13434,2,4400.0,1.0,9034.0,1.0,,
2026-03-23,13,67.0,Eimskip,,12904,15,5174.0,7.0,7730.0,8.0,4560.0,2.0
2026-03-23,13,68.0,Pasha Hawaii Transport Lines,,12903,6,12903.0,6.0,,,,
2026-03-23,13,69.0,Caribbean Feeder Services,,12812,11,,,12812.0,11.0,,
2026-03-23,13,70.0,Turkon Line,,12559,6,7512.0,4.0,5047.0,2.0,8024.0,2.0
2026-03-23,13,71.0,Independent Container Line,,12398,4,6182.0,2.0,6216.0,2.0,,
2026-03-23,13,72.0,Samskip,,12171,20,2564.0,5.0,9607.0,15.0,1460.0,2.0
2026-03-23,13,73.0,HR Lines,,11932,8,11932.0,8.0,,,,
2026-03-23,13,74.0,Sea Express Shipping Lines,,11333,8,2668.0,2.0,8665.0,6.0,,
2026-03-23,13,75.0,Hai An Transport,,11057,8,11057.0,8.0,,,6012.0,2.0
2026-03-23,13,76.0,Qatar Navigation (Milaha),,10939,7,8615.0,5.0,2324.0,2.0,,
2026-03-23,13,77.0,Dalian Jifa Bohai Rim Container L.,,9802,14,3140.0,4.0,6662.0,10.0,,
2026-03-23,13,78.0,Neptune Pacific Direct Line,,9783,9,9783.0,9.0,,,,
2026-03-23,13,79.0,King Ocean,,9712,13,,,9712.0,13.0,,
2026-03-23,13,80.0,Imoto Lines,,9295,31,7423.0,24.0,1872.0,7.0,200.0,1.0
2026-03-23,13,81.0,Pan Continental Shg,,9288,8,8660.0,7.0,628.0,1.0,2200.0,2.0
2026-03-23,13,82.0,Borchard Lines,,9284,10,,,9284.0,10.0,,
2026-03-23,13,83.0,Dalian Trawind Marine Co,,9272,2,9272.0,2.0,,,,
2026-03-23,13,84.0,Philippine Span Asia Carrier Corp.,,9185,15,7968.0,13.0,1217.0,2.0,800.0,2.0
2026-03-23,13,85.0,GS Lines,,9095,9,6718.0,7.0,2377.0,2.0,,
2026-03-23,13,86.0,Transit LLC,,8999,8,6582.0,6.0,2417.0,2.0,,
2026-03-23,13,87.0,Panda Express Line,,8828,6,,,8828.0,6.0,,
2026-03-23,13,88.0,Vistar Shipping LLC,,8611,5,8611.0,5.0,,,,
2026-03-23,13,89.0,Q Express Line Sdn Bhd,,8458,2,,,8458.0,2.0,,
2026-03-23,13,90.0,Folk Maritime,,8302,6,7567.0,5.0,735.0,1.0,,
2026-03-23,13,91.0,EAS Datong,,8017,6,7415.0,5.0,602.0,1.0,,
2026-03-23,13,92.0,Oceanic Cargo Lines,,7970,17,7970.0,17.0,,,,
2026-03-23,13,93.0,Del Monte Fresh Produce Co,,7826,7,7656.0,6.0,170.0,1.0,,
2026-03-23,13,94.0,Tarros,,7823,6,,,7823.0,6.0,,
2026-03-23,13,95.0,Safetrans Shipping,,7772,3,,,7772.0,3.0,,
2026-03-23,13,96.0,Harbour-Link Group Bhd,,7687,10,7687.0,10.0,,,,
2026-03-23,13,97.0,Kambara Kisen,,7566,7,7566.0,7.0,,,,
2026-03-23,13,98.0,Guangxi Hongxiang Shipping Co,,7249,14,7249.0,14.0,,,,
2026-03-23,13,99.0,Goto Shipping,,6336,6,5153.0,4.0,1183.0,2.0,,
2026-03-23,13,100.0,Silmar Shipping FZCO,,6298,3,,,6298.0,3.0,,
2026-03-23,13,,Others / Outside Top 100,,770666,996,,,,,,
2026-03-30,14,1.0,Mediterranean Shg Co,,7261637,992,4608946.0,739.0,2652691.0,253.0,2163312.0,127.0
2026-03-30,14,2.0,Maersk,,4644574,734,2820743.0,347.0,1823831.0,387.0,1220367.0,93.0
2026-03-30,14,3.0,CMA CGM Group,Ocean Alliance,4253437,723,2680805.0,361.0,1572632.0,362.0,1825208.0,153.0
2026-03-30,14,4.0,COSCO Group,Ocean Alliance,3594950,554,2162522.0,208.0,1432428.0,346.0,1397244.0,111.0
2026-03-30,14,5.0,Hapag-Lloyd,,2384201,286,1452408.0,133.0,931793.0,153.0,476856.0,58.0
2026-03-30,14,6.0,ONE (Ocean Network Express),Premier Alliance,2132276,273,987212.0,107.0,1145064.0,166.0,562264.0,48.0
2026-03-30,14,7.0,Evergreen Line,Ocean Alliance,1973231,239,1389575.0,164.0,583656.0,75.0,908528.0,75.0
2026-03-30,14,8.0,HMM Co Ltd,Premier Alliance,1025953,97,842522.0,73.0,183431.0,24.0,234260.0,37.0
2026-03-30,14,9.0,Yang Ming Marine Transport Corp.,Premier Alliance,723368,96,348156.0,60.0,375212.0,36.0,221560.0,17.0
2026-03-30,14,10.0,Zim,,698205,115,92934.0,15.0,605271.0,100.0,189328.0,24.0
2026-03-30,14,11.0,Wan Hai Lines,,591132,120,591132.0,120.0,,,433200.0,44.0
2026-03-30,14,12.0,PIL (Pacific Int. Line),,443154,100,310196.0,81.0,132958.0,19.0,270676.0,26.0
2026-03-30,14,13.0,X-Press Feeders Group,,197190,106,107146.0,50.0,90044.0,56.0,41916.0,6.0
2026-03-30,14,14.0,SITC,,187472,121,163701.0,100.0,23771.0,21.0,50600.0,28.0
2026-03-30,14,15.0,UniFeeder,,168094,96,13582.0,2.0,154512.0,94.0,79161.0,15.0
2026-03-30,14,16.0,KMTC,,154447,65,85797.0,30.0,68650.0,35.0,54882.0,10.0
2026-03-30,14,17.0,IRISL Group,,143178,30,143178.0,30.0,,,,
2026-03-30,14,18.0,Global Feeder Shipping LLC,,136370,54,62549.0,26.0,73821.0,28.0,,
2026-03-30,14,19.0,Sinokor Merchant Marine,,120081,68,117668.0,66.0,2413.0,2.0,52000.0,4.0
2026-03-30,14,20.0,TS Lines,,107847,41,88921.0,35.0,18926.0,6.0,105708.0,17.0
2026-03-30,14,21.0,RCL (Regional Container L.),,104028,35,94151.0,29.0,9877.0,6.0,129780.0,18.0
2026-03-30,14,22.0,Emirates Shipping Line,,102976,24,,,102976.0,24.0,42510.0,3.0
2026-03-30,14,23.0,Ningbo Ocean Shg Co,,93309,90,59934.0,47.0,33375.0,43.0,46684.0,14.0
2026-03-30,14,24.0,Tangshan Port Hede Shipping,,90262,58,1874.0,3.0,88388.0,55.0,,
2026-03-30,14,25.0,Sea Lead Shipping,,78888,17,7157.0,3.0,71731.0,14.0,14330.0,2.0
2026-03-30,14,26.0,Grimaldi (Napoli),,78732,51,78732.0,51.0,,,,
2026-03-30,14,27.0,Interasia Lines,,77985,27,57461.0,21.0,20524.0,6.0,69692.0,13.0
2026-03-30,14,28.0,Antong Holdings (QASC),,73446,72,54876.0,38.0,18570.0,34.0,,
2026-03-30,14,29.0,Sinotrans,,71142,44,30796.0,19.0,40346.0,25.0,12000.0,4.0
2026-03-30,14,30.0,SM Line Corp.,,69951,15,64188.0,13.0,5763.0,2.0,,
2026-03-30,14,31.0,Matson,,69227,28,40355.0,19.0,28872.0,9.0,10860.0,3.0
2026-03-30,14,32.0,Shanghai Jin Jiang Shipping,,65339,55,32449.0,27.0,32890.0,28.0,16728.0,12.0
2026-03-30,14,33.0,Swire Shipping,,59365,30,48898.0,24.0,10467.0,6.0,,
2026-03-30,14,34.0,Arkas Line / EMES,,53893,33,51785.0,31.0,2108.0,2.0,44892.0,12.0
2026-03-30,14,35.0,FESCO,,51831,35,37254.0,24.0,14577.0,11.0,,
2026-03-30,14,36.0,Zhonggu Logistics Corp.,,51605,60,15715.0,11.0,35890.0,49.0,37200.0,6.0
2026-03-30,14,37.0,Seaboard Marine,,47427,23,34347.0,14.0,13080.0,9.0,6082.0,3.0
2026-03-30,14,38.0,Akkon Lines,,47407,33,1776.0,2.0,45631.0,31.0,,
2026-03-30,14,39.0,Samudera,,43647,32,16140.0,16.0,27507.0,16.0,,
2026-03-30,14,40.0,Tailwind Shipping Lines,,42578,11,5527.0,1.0,37051.0,10.0,42000.0,5.0
2026-03-30,14,41.0,Meratus,,41602,62,41602.0,62.0,,,8290.0,12.0
2026-03-30,14,42.0,Namsung Shipping,,39786,30,37339.0,27.0,2447.0,3.0,12460.0,4.0
2026-03-30,14,43.0,China United Lines (CULines),,38366,24,18177.0,10.0,20189.0,14.0,1056.0,1.0
2026-03-30,14,44.0,Tanto Intim Line,,37766,56,37766.0,56.0,,,,
2026-03-30,14,45.0,Linea Messina,,37492,11,35030.0,7.0,2462.0,4.0,,
2026-03-30,14,46.0,Salam Pacific Indonesia Lines,,31010,44,31010.0,44.0,,,,
2026-03-30,14,47.0,Great White Fleet,,27334,13,14740.0,6.0,12594.0,7.0,,
2026-03-30,14,48.0,Sea Legend Shipping,,25189,11,4890.0,1.0,20299.0,10.0,,
2026-03-30,14,49.0,Hainan Yangpu Newnew Shipping,,21914,8,18250.0,6.0,3664.0,2.0,,
2026-03-30,14,50.0,Chun Kyung (CK Line),,21816,19,13236.0,9.0,8580.0,10.0,2200.0,2.0
2026-03-30,14,51.0,Kawa Shipping,,21645,12,,,21645.0,12.0,14400.0,3.0
2026-03-30,14,52.0,Dole Ocean Liner,,21150,16,20610.0,14.0,540.0,2.0,,
2026-03-30,14,53.0,Crowley Liner Services,,18470,15,10120.0,8.0,8350.0,7.0,,
2026-03-30,14,54.0,Tropical Shg / TOTE Maritime,,17851,24,16352.0,21.0,1499.0,3.0,,
2026-03-30,14,55.0,Temas Line,,17253,34,17253.0,34.0,,,3920.0,8.0
2026-03-30,14,56.0,OVP Shipping,,17087,12,,,17087.0,12.0,8700.0,2.0
2026-03-30,14,57.0,Asean Seas Line,,17068,12,3562.0,2.0,13506.0,10.0,,
2026-03-30,14,58.0,Taicang Container Lines,,15861,13,4369.0,4.0,11492.0,9.0,12024.0,4.0
2026-03-30,14,59.0,MTT Shipping,,15502,16,13078.0,14.0,2424.0,2.0,,
2026-03-30,14,60.0,Peel Ports (BG Freight),,15391,15,,,15391.0,15.0,,
2026-03-30,14,61.0,Transworld Group Singapore,,14922,12,14922.0,12.0,,,,
2026-03-30,14,62.0,Bengal Tiger Line,,14580,8,,,14580.0,8.0,,
2026-03-30,14,63.0,Cool Carriers,,14217,40,4022.0,13.0,10195.0,27.0,,
2026-03-30,14,64.0,Pan Ocean (Container),,13683,11,10995.0,8.0,2688.0,3.0,,
2026-03-30,14,65.0,Boluda Lines,,13593,17,8290.0,11.0,5303.0,6.0,,
2026-03-30,14,66.0,Shipping Corp. of India,,13434,2,4400.0,1.0,9034.0,1.0,,
2026-03-30,14,67.0,Eimskip,,12904,15,5174.0,7.0,7730.0,8.0,4560.0,2.0
2026-03-30,14,68.0,Pasha Hawaii Transport Lines,,12903,6,12903.0,6.0,,,,
2026-03-30,14,69.0,Caribbean Feeder Services,,12812,11,,,12812.0,11.0,,
2026-03-30,14,70.0,Turkon Line,,12559,6,7512.0,4.0,5047.0,2.0,8024.0,2.0
2026-03-30,14,71.0,Independent Container Line,,12398,4,6182.0,2.0,6216.0,2.0,,
2026-03-30,14,72.0,Samskip,,12171,20,2564.0,5.0,9607.0,15.0,1460.0,2.0
2026-03-30,14,73.0,HR Lines,,11932,8,11932.0,8.0,,,,
2026-03-30,14,74.0,Sea Express Shipping Lines,,11333,8,2668.0,2.0,8665.0,6.0,,
2026-03-30,14,75.0,Hai An Transport,,11057,8,11057.0,8.0,,,6012.0,2.0
2026-03-30,14,76.0,Qatar Navigation (Milaha),,10939,7,8615.0,5.0,2324.0,2.0,,
2026-03-30,14,77.0,King Ocean,,10826,14,,,10826.0,14.0,,
2026-03-30,14,78.0,Dalian Jifa Bohai Rim Container L.,,9802,14,3140.0,4.0,6662.0,10.0,,
2026-03-30,14,79.0,Neptune Pacific Direct Line,,9783,9,9783.0,9.0,,,,
2026-03-30,14,80.0,Imoto Lines,,9295,31,7423.0,24.0,1872.0,7.0,200.0,1.0
2026-03-30,14,81.0,Pan Continental Shg,,9288,8,8660.0,7.0,628.0,1.0,2200.0,2.0
2026-03-30,14,82.0,Borchard Lines,,9284,10,,,9284.0,10.0,,
2026-03-30,14,83.0,Dalian Trawind Marine Co,,9272,2,9272.0,2.0,,,,
2026-03-30,14,84.0,Philippine Span Asia Carrier Corp.,,9185,15,7968.0,13.0,1217.0,2.0,800.0,2.0
2026-03-30,14,85.0,GS Lines,,9095,9,6718.0,7.0,2377.0,2.0,,
2026-03-30,14,86.0,Transit LLC,,8999,8,6582.0,6.0,2417.0,2.0,,
2026-03-30,14,87.0,Panda Express Line,,8828,6,,,8828.0,6.0,,
2026-03-30,14,88.0,Vistar Shipping LLC,,8611,5,8611.0,5.0,,,,
2026-03-30,14,89.0,Q Express Line Sdn Bhd,,8458,2,,,8458.0,2.0,,
2026-03-30,14,90.0,Folk Maritime,,8302,6,7567.0,5.0,735.0,1.0,,
2026-03-30,14,91.0,EAS Datong,,8017,6,7415.0,5.0,602.0,1.0,,
2026-03-30,14,92.0,Oceanic Cargo Lines,,7970,17,7970.0,17.0,,,,
2026-03-30,14,93.0,Del Monte Fresh Produce Co,,7826,7,7656.0,6.0,170.0,1.0,,
2026-03-30,14,94.0,Safetrans Shipping,,7772,3,,,7772.0,3.0,,
2026-03-30,14,95.0,Harbour-Link Group Bhd,,7687,10,7687.0,10.0,,,,
2026-03-30,14,96.0,Kambara Kisen,,7566,7,7566.0,7.0,,,,
2026-03-30,14,97.0,Tarros,,7419,5,,,7419.0,5.0,,
2026-03-30,14,98.0,Guangxi Hongxiang Shipping Co,,7249,14,7249.0,14.0,,,,
2026-03-30,14,99.0,Goto Shipping,,6336,6,5153.0,4.0,1183.0,2.0,,
2026-03-30,14,100.0,Silmar Shipping FZCO,,6298,3,,,6298.0,3.0,,
2026-03-30,14,,Others / Outside Top 100,,754505,988,,,,,,
2026-04-06,15,1.0,Mediterranean Shg Co,,7263133,993,4610442.0,740.0,2652691.0,253.0,2163312.0,127.0
2026-04-06,15,2.0,Maersk,,4656044,735,2820743.0,347.0,1835301.0,388.0,1220367.0,93.0
2026-04-06,15,3.0,CMA CGM Group,Ocean Alliance,4266573,724,2693941.0,362.0,1572632.0,362.0,1812072.0,152.0
2026-04-06,15,4.0,COSCO Group,Ocean Alliance,3595700,555,2162522.0,208.0,1433178.0,347.0,1400560.0,112.0
2026-04-06,15,5.0,Hapag-Lloyd,,2384201,286,1452408.0,133.0,931793.0,153.0,476856.0,58.0
2026-04-06,15,6.0,ONE (Ocean Network Express),Premier Alliance,2132276,273,987212.0,107.0,1145064.0,166.0,562264.0,48.0
2026-04-06,15,7.0,Evergreen Line,Ocean Alliance,1973231,239,1389575.0,164.0,583656.0,75.0,908528.0,75.0
2026-04-06,15,8.0,HMM Co Ltd,Premier Alliance,1025953,97,842522.0,73.0,183431.0,24.0,234260.0,37.0
2026-04-06,15,9.0,Yang Ming Marine Transport Corp.,Premier Alliance,723368,96,348156.0,60.0,375212.0,36.0,221560.0,17.0
2026-04-06,15,10.0,Zim,,698205,115,92934.0,15.0,605271.0,100.0,189328.0,24.0
2026-04-06,15,11.0,Wan Hai Lines,,591132,120,591132.0,120.0,,,440292.0,45.0
2026-04-06,15,12.0,PIL (Pacific Int. Line),,443154,100,310196.0,81.0,132958.0,19.0,315584.0,29.0
2026-04-06,15,13.0,X-Press Feeders Group,,198140,106,108846.0,51.0,89294.0,55.0,41916.0,6.0
2026-04-06,15,14.0,SITC,,187472,121,163701.0,100.0,23771.0,21.0,50600.0,28.0
2026-04-06,15,15.0,UniFeeder,,168094,96,13582.0,2.0,154512.0,94.0,79161.0,15.0
2026-04-06,15,16.0,KMTC,,156256,66,85797.0,30.0,70459.0,36.0,54882.0,10.0
2026-04-06,15,17.0,IRISL Group,,143178,30,143178.0,30.0,,,,
2026-04-06,15,18.0,Global Feeder Shipping LLC,,136370,54,62549.0,26.0,73821.0,28.0,,
2026-04-06,15,19.0,Sinokor Merchant Marine,,120081,68,117668.0,66.0,2413.0,2.0,52000.0,4.0
2026-04-06,15,20.0,RCL (Regional Container L.),,104028,35,94151.0,29.0,9877.0,6.0,129780.0,18.0
2026-04-06,15,21.0,TS Lines,,100755,40,81829.0,34.0,18926.0,6.0,105708.0,17.0
2026-04-06,15,22.0,Emirates Shipping Line,,96898,23,,,96898.0,23.0,42510.0,3.0
2026-04-06,15,23.0,Ningbo Ocean Shg Co,,93309,90,59934.0,47.0,33375.0,43.0,46684.0,14.0
2026-04-06,15,24.0,Tangshan Port Hede Shipping,,90262,58,1874.0,3.0,88388.0,55.0,,
2026-04-06,15,25.0,Grimaldi (Napoli),,78732,51,78732.0,51.0,,,,
2026-04-06,15,26.0,Interasia Lines,,77985,27,57461.0,21.0,20524.0,6.0,69692.0,13.0
2026-04-06,15,27.0,Antong Holdings (QASC),,73446,72,54876.0,38.0,18570.0,34.0,,
2026-04-06,15,28.0,Sea Lead Shipping,,73278,16,7157.0,3.0,66121.0,13.0,14330.0,2.0
2026-04-06,15,29.0,Sinotrans,,71142,44,30796.0,19.0,40346.0,25.0,12000.0,4.0
2026-04-06,15,30.0,SM Line Corp.,,69951,15,64188.0,13.0,5763.0,2.0,,
2026-04-06,15,31.0,Matson,,69227,28,40355.0,19.0,28872.0,9.0,10860.0,3.0
2026-04-06,15,32.0,Shanghai Jin Jiang Shipping,,65339,55,32449.0,27.0,32890.0,28.0,16728.0,12.0
2026-04-06,15,33.0,Swire Shipping,,59365,30,48898.0,24.0,10467.0,6.0,,
2026-04-06,15,34.0,Arkas Line / EMES,,53893,33,51785.0,31.0,2108.0,2.0,44892.0,12.0
2026-04-06,15,35.0,FESCO,,51831,35,37254.0,24.0,14577.0,11.0,,
2026-04-06,15,36.0,Zhonggu Logistics Corp.,,51605,60,15715.0,11.0,35890.0,49.0,37200.0,6.0
2026-04-06,15,37.0,Seaboard Marine,,47427,23,34347.0,14.0,13080.0,9.0,6082.0,3.0
2026-04-06,15,38.0,Akkon Lines,,47407,33,1776.0,2.0,45631.0,31.0,,
2026-04-06,15,39.0,Samudera,,43647,32,16140.0,16.0,27507.0,16.0,,
2026-04-06,15,40.0,Tailwind Shipping Lines,,42578,11,5527.0,1.0,37051.0,10.0,42000.0,5.0
2026-04-06,15,41.0,Meratus,,41602,62,41602.0,62.0,,,8290.0,12.0
2026-04-06,15,42.0,Namsung Shipping,,39786,30,37339.0,27.0,2447.0,3.0,12460.0,4.0
2026-04-06,15,43.0,China United Lines (CULines),,38366,24,18177.0,10.0,20189.0,14.0,1056.0,1.0
2026-04-06,15,44.0,Tanto Intim Line,,37766,56,37766.0,56.0,,,,
2026-04-06,15,45.0,Linea Messina,,37492,11,35030.0,7.0,2462.0,4.0,,
2026-04-06,15,46.0,Salam Pacific Indonesia Lines,,31010,44,31010.0,44.0,,,,
2026-04-06,15,47.0,Great White Fleet,,27334,13,14740.0,6.0,12594.0,7.0,,
2026-04-06,15,48.0,Sea Legend Shipping,,25189,11,4890.0,1.0,20299.0,10.0,,
2026-04-06,15,49.0,Hainan Yangpu Newnew Shipping,,21914,8,18250.0,6.0,3664.0,2.0,,
2026-04-06,15,50.0,Kawa Shipping,,21645,12,,,21645.0,12.0,14400.0,3.0
2026-04-06,15,51.0,Dole Ocean Liner,,21150,16,20610.0,14.0,540.0,2.0,,
2026-04-06,15,52.0,Chun Kyung (CK Line),,20007,18,13236.0,9.0,6771.0,9.0,2200.0,2.0
2026-04-06,15,53.0,Asean Seas Line,,18728,13,3562.0,2.0,15166.0,11.0,,
2026-04-06,15,54.0,Crowley Liner Services,,18470,15,10120.0,8.0,8350.0,7.0,,
2026-04-06,15,55.0,Tropical Shg / TOTE Maritime,,17851,24,16352.0,21.0,1499.0,3.0,,
2026-04-06,15,56.0,Temas Line,,17253,34,17253.0,34.0,,,3920.0,8.0
2026-04-06,15,57.0,Taicang Container Lines,,15861,13,4369.0,4.0,11492.0,9.0,12024.0,4.0
2026-04-06,15,58.0,MTT Shipping,,15502,16,13078.0,14.0,2424.0,2.0,,
2026-04-06,15,59.0,Peel Ports (BG Freight),,15391,15,,,15391.0,15.0,,
2026-04-06,15,60.0,Transworld Group Singapore,,14922,12,14922.0,12.0,,,,
2026-04-06,15,61.0,Bengal Tiger Line,,14580,8,,,14580.0,8.0,,
2026-04-06,15,62.0,OVP Shipping,,14309,10,,,14309.0,10.0,8700.0,2.0
2026-04-06,15,63.0,Cool Carriers,,14217,40,4022.0,13.0,10195.0,27.0,,
2026-04-06,15,64.0,Pan Ocean (Container),,13683,11,10995.0,8.0,2688.0,3.0,,
2026-04-06,15,65.0,Boluda Lines,,13593,17,8290.0,11.0,5303.0,6.0,,
2026-04-06,15,66.0,Shipping Corp. of India,,13434,2,4400.0,1.0,9034.0,1.0,,
2026-04-06,15,67.0,Eimskip,,12904,15,5174.0,7.0,7730.0,8.0,4560.0,2.0
2026-04-06,15,68.0,Pasha Hawaii Transport Lines,,12903,6,12903.0,6.0,,,,
